complaint_id,text,category,priority,sentiment,resolution_time
42987,I need a quote for a large order resolve soon!!,Trade,High,negative,3
42988,Trade-related query No rush.,Trade,Low,positive,21
42989,The package was crushed It has been 2 days.,Packaging,Medium,neutral,12
42990,Torn box,Packaging,Medium,neutral,14
42991,Item is completely broken,Product,High,negative,4
42992,The package was crushed,Packaging,Medium,neutral,13
42993,Defective item received It has been 5 days.,Product,Medium,neutral,14
42994,Damaged packaging It has been 5 days.,Packaging,Medium,neutral,12
42995,Torn box,Packaging,Medium,neutral,8
42996,Need bulk order details No rush.,Trade,Low,positive,25
42997,Product stopped working deadline!,Product,High,negative,1
42998,I need a refund because it broke,Product,Medium,neutral,6
42999,Product malfunctioning deadline!,Product,High,negative,2
43000,Wrapping was completely destroyed It has been 3 days.,Packaging,Medium,neutral,11
43001,I need a quote for a large order,Trade,Medium,neutral,11
43002,Box was broken It has been 2 days.,Packaging,Medium,neutral,13
43003,I need a quote for a large order,Trade,Medium,neutral,7
43004,The package was crushed No rush.,Packaging,Low,positive,23
43005,Product stopped working,Product,High,negative,2
43006,The package was crushed It has been 3 days.,Packaging,Medium,neutral,14
43007,Item is completely broken,Product,High,negative,4
43008,What is the wholesale price? fast!,Trade,High,negative,4
43009,I need a refund because it broke No rush.,Product,Low,positive,28
43010,Product malfunctioning resolve soon!,Product,High,negative,1
43011,Product stopped working,Product,Medium,neutral,9
43012,Product stopped working,Product,Medium,neutral,7
43013,Need bulk order details,Trade,Medium,neutral,11
43014,Damaged packaging resolve soon!!!,Packaging,High,negative,2
43015,Poor packaging quality No rush.,Packaging,Low,positive,30
43016,Poor packaging quality,Packaging,Medium,neutral,8
43017,Box was broken,Packaging,Medium,neutral,7
43018,This product broke immediately No rush.,Product,Low,positive,21
43019,What is the wholesale price? resolve soon!!,Trade,High,negative,1
43020,Inquiry about pricing No rush.,Trade,Low,positive,28
43021,Poor packaging quality No rush.,Packaging,Low,positive,23
43022,Poor packaging quality immediately!!!,Packaging,High,negative,3
43023,Inquiry about pricing fast!!,Trade,High,negative,3
43024,I need a quote for a large order,Trade,Medium,neutral,12
43025,This product broke immediately,Product,Medium,neutral,15
43026,Trade-related query It has been 3 days.,Trade,Medium,neutral,11
43027,Need bulk order details It has been 2 days.,Trade,Medium,neutral,8
43028,Product malfunctioning It has been 4 days.,Product,Medium,neutral,7
43029,Product stopped working,Product,Medium,neutral,6
43030,Product stopped working No rush.,Product,Low,positive,25
43031,Inquiry about pricing immediately!!!,Trade,High,negative,5
43032,I need a quote for a large order No rush.,Trade,Low,positive,20
43033,What is the wholesale price? deadline!,Trade,High,negative,2
43034,Quality is terrible and broke No rush.,Product,Low,positive,20
43035,What is the wholesale price? fast!!!,Trade,High,negative,3
43036,Trade-related query critical!,Trade,High,negative,1
43037,Item is completely broken,Product,Medium,neutral,12
43038,Torn box,Packaging,Medium,neutral,12
43039,Damaged packaging No rush.,Packaging,Low,positive,18
43040,Inquiry about pricing No rush.,Trade,Low,positive,16
43041,Quality is terrible and broke No rush.,Product,Low,positive,18
43042,Item is completely broken,Product,Medium,neutral,11
43043,What is the wholesale price? It has been 3 days.,Trade,Medium,neutral,6
43044,What is the wholesale price? fast!!!,Trade,High,negative,4
43045,Poor packaging quality No rush.,Packaging,Low,positive,19
43046,Quality is terrible and broke,Product,Medium,neutral,13
43047,Trade-related query No rush.,Trade,Low,positive,17
43048,This product broke immediately,Product,High,negative,3
43049,What is the wholesale price?,Trade,Medium,neutral,15
43050,Poor packaging quality It has been 3 days.,Packaging,Medium,neutral,9
43051,Inquiry about pricing,Trade,Medium,neutral,7
43052,Box was broken,Packaging,Medium,neutral,9
43053,Box was broken It has been 2 days.,Packaging,Medium,neutral,15
43054,I need a quote for a large order It has been 3 days.,Trade,Medium,neutral,13
43055,I need a quote for a large order,Trade,High,negative,3
43056,Box was broken No rush.,Packaging,Low,positive,20
43057,This product broke immediately,Product,High,negative,2
43058,Item is completely broken No rush.,Product,Low,positive,28
43059,Poor packaging quality,Packaging,High,negative,4
43060,The package was crushed,Packaging,Medium,neutral,11
43061,What is the wholesale price?,Trade,High,negative,5
43062,I need a quote for a large order,Trade,Medium,neutral,7
43063,Poor packaging quality,Packaging,Medium,neutral,10
43064,Box was broken,Packaging,Medium,neutral,14
43065,Product stopped working No rush.,Product,Low,positive,28
43066,This product broke immediately,Product,High,negative,3
43067,I need a refund because it broke It has been 2 days.,Product,Medium,neutral,10
43068,Box was broken fast!!!,Packaging,High,negative,2
43069,The package was crushed critical!,Packaging,High,negative,4
43070,Quality is terrible and broke No rush.,Product,Low,positive,21
43071,Item is completely broken fast!,Product,High,negative,1
43072,I need a quote for a large order urgent!,Trade,High,negative,1
43073,Need bulk order details,Trade,Medium,neutral,9
43074,Poor packaging quality quick!!!,Packaging,High,negative,5
43075,What is the wholesale price? No rush.,Trade,Low,positive,27
43076,Torn box,Packaging,High,negative,4
43077,Torn box fast!!,Packaging,High,negative,4
43078,Damaged packaging quick!!,Packaging,High,negative,1
43079,Product malfunctioning,Product,Medium,neutral,11
43080,Trade-related query It has been 4 days.,Trade,Medium,neutral,7
43081,Trade-related query resolve soon!!!,Trade,High,negative,5
43082,Inquiry about pricing No rush.,Trade,Low,positive,18
43083,Inquiry about pricing,Trade,Medium,neutral,15
43084,Product malfunctioning,Product,High,negative,2
43085,What is the wholesale price? It has been 2 days.,Trade,Medium,neutral,12
43086,I need a quote for a large order No rush.,Trade,Low,positive,29
43087,Quality is terrible and broke urgent!,Product,High,negative,5
43088,Trade-related query emergency!!!,Trade,High,negative,3
43089,I need a quote for a large order critical!!!,Trade,High,negative,2
43090,Item is completely broken No rush.,Product,Low,positive,27
43091,Quality is terrible and broke It has been 5 days.,Product,Medium,neutral,6
43092,I need a refund because it broke No rush.,Product,Low,positive,22
43093,Item is completely broken,Product,Medium,neutral,10
43094,Box was broken,Packaging,Medium,neutral,10
43095,Product malfunctioning,Product,Medium,neutral,12
43096,What is the wholesale price? emergency!,Trade,High,negative,5
43097,What is the wholesale price?,Trade,High,negative,2
43098,I need a quote for a large order quick!,Trade,High,negative,1
43099,What is the wholesale price? fast!!!,Trade,High,negative,3
43100,The package was crushed No rush.,Packaging,Low,positive,27
43101,Damaged packaging emergency!,Packaging,High,negative,4
43102,Torn box,Packaging,High,negative,4
43103,I need a quote for a large order,Trade,High,negative,4
43104,What is the wholesale price?,Trade,Medium,neutral,11
43105,This product broke immediately No rush.,Product,Low,positive,18
43106,Item is completely broken,Product,Medium,neutral,10
43107,Inquiry about pricing emergency!,Trade,High,negative,1
43108,This product broke immediately,Product,Medium,neutral,9
43109,Item is completely broken It has been 2 days.,Product,Medium,neutral,9
43110,Need bulk order details No rush.,Trade,Low,positive,24
43111,Wrapping was completely destroyed urgent!!,Packaging,High,negative,5
43112,Trade-related query It has been 3 days.,Trade,Medium,neutral,13
43113,Inquiry about pricing asap!!,Trade,High,negative,1
43114,I need a refund because it broke asap!,Product,High,negative,2
43115,Quality is terrible and broke urgent!!,Product,High,negative,5
43116,Need bulk order details No rush.,Trade,Low,positive,27
43117,Torn box immediately!!!,Packaging,High,negative,3
43118,Inquiry about pricing,Trade,Medium,neutral,14
43119,Wrapping was completely destroyed,Packaging,High,negative,2
43120,The package was crushed,Packaging,Medium,neutral,12
43121,Need bulk order details No rush.,Trade,Low,positive,22
43122,Trade-related query No rush.,Trade,Low,positive,28
43123,Inquiry about pricing No rush.,Trade,Low,positive,26
43124,The package was crushed,Packaging,High,negative,2
43125,Defective item received It has been 5 days.,Product,Medium,neutral,8
43126,Box was broken emergency!!,Packaging,High,negative,5
43127,Damaged packaging It has been 2 days.,Packaging,Medium,neutral,12
43128,The package was crushed emergency!,Packaging,High,negative,5
43129,This product broke immediately,Product,High,negative,5
43130,The package was crushed critical!!,Packaging,High,negative,2
43131,Damaged packaging It has been 2 days.,Packaging,Medium,neutral,14
43132,Poor packaging quality,Packaging,Medium,neutral,14
43133,Product malfunctioning No rush.,Product,Low,positive,22
43134,The package was crushed It has been 5 days.,Packaging,Medium,neutral,13
43135,Defective item received No rush.,Product,Low,positive,24
43136,I need a refund because it broke It has been 3 days.,Product,Medium,neutral,8
43137,I need a quote for a large order,Trade,Medium,neutral,15
43138,What is the wholesale price? No rush.,Trade,Low,positive,28
43139,Inquiry about pricing,Trade,High,negative,4
43140,Defective item received deadline!,Product,High,negative,5
43141,Inquiry about pricing,Trade,High,negative,2
43142,Inquiry about pricing immediately!,Trade,High,negative,2
43143,Trade-related query,Trade,High,negative,5
43144,Quality is terrible and broke It has been 3 days.,Product,Medium,neutral,15
43145,The package was crushed No rush.,Packaging,Low,positive,18
43146,Trade-related query No rush.,Trade,Low,positive,26
43147,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,14
43148,Trade-related query It has been 5 days.,Trade,Medium,neutral,15
43149,Trade-related query,Trade,Medium,neutral,12
43150,Product stopped working It has been 2 days.,Product,Medium,neutral,9
43151,Poor packaging quality,Packaging,Medium,neutral,14
43152,Poor packaging quality,Packaging,Medium,neutral,11
43153,What is the wholesale price?,Trade,Medium,neutral,9
43154,Damaged packaging deadline!!!,Packaging,High,negative,4
43155,What is the wholesale price? resolve soon!!,Trade,High,negative,5
43156,What is the wholesale price?,Trade,High,negative,5
43157,Damaged packaging,Packaging,Medium,neutral,6
43158,The package was crushed It has been 3 days.,Packaging,Medium,neutral,7
43159,Quality is terrible and broke No rush.,Product,Low,positive,28
43160,I need a quote for a large order emergency!!!,Trade,High,negative,4
43161,Wrapping was completely destroyed No rush.,Packaging,Low,positive,29
43162,Quality is terrible and broke,Product,Medium,neutral,6
43163,The package was crushed It has been 5 days.,Packaging,Medium,neutral,9
43164,Torn box No rush.,Packaging,Low,positive,29
43165,Inquiry about pricing No rush.,Trade,Low,positive,20
43166,Defective item received It has been 4 days.,Product,Medium,neutral,9
43167,What is the wholesale price? No rush.,Trade,Low,positive,19
43168,Box was broken resolve soon!!,Packaging,High,negative,4
43169,Defective item received It has been 5 days.,Product,Medium,neutral,7
43170,Inquiry about pricing It has been 5 days.,Trade,Medium,neutral,12
43171,Product stopped working resolve soon!,Product,High,negative,2
43172,Poor packaging quality It has been 2 days.,Packaging,Medium,neutral,13
43173,Quality is terrible and broke It has been 5 days.,Product,Medium,neutral,13
43174,The package was crushed,Packaging,Medium,neutral,8
43175,Trade-related query,Trade,Medium,neutral,15
43176,Damaged packaging,Packaging,High,negative,1
43177,Box was broken fast!!,Packaging,High,negative,4
43178,Product malfunctioning immediately!!,Product,High,negative,2
43179,I need a refund because it broke,Product,Medium,neutral,6
43180,Trade-related query It has been 3 days.,Trade,Medium,neutral,6
43181,Product malfunctioning,Product,Medium,neutral,9
43182,Inquiry about pricing No rush.,Trade,Low,positive,29
43183,Torn box asap!!!,Packaging,High,negative,3
43184,Damaged packaging It has been 5 days.,Packaging,Medium,neutral,13
43185,Product stopped working fast!,Product,High,negative,1
43186,Box was broken critical!,Packaging,High,negative,2
43187,The package was crushed It has been 3 days.,Packaging,Medium,neutral,13
